Country,Year,Climate change,Energy,Environment,Forestry,Land and soil,Water
Russia,2021,0.03409090909090909,0.0,0.3295454545454545,0.1590909090909091,0.02272727272727273,0.1704545454545454
Russia,2022,0.1587301587301587,0.01587301587301587,0.5238095238095238,0.04761904761904762,0.01587301587301587,0.09523809523809523
Russia,2023,0.02173913043478261,0.02173913043478261,0.5434782608695652,0.02173913043478261,0.04347826086956522,0.0
Russia,2024,0.0,0.0,0.3125,0.0,0.03125,0.03125
US,2000,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
US,2001,0.0,0.0,0.125,0.125,0.0,0.0
US,2002,0.0,0.0,0.125,0.0,0.0,0.0
US,2003,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428
US,2004,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
US,2005,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
US,2006,0.0,0.0,0.2,0.0,0.0,0.0
US,2007,0.0,0.0,0.5,0.1666666666666667,0.0,0.0
US,2008,0.0,0.0,0.0,0.0,0.0,0.1666666666666667
US,2009,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555
US,2010,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0
US,2011,0.0,0.0,0.1,0.0,0.1,0.1
US,2012,0.07142857142857142,0.0,0.2142857142857143,0.0,0.0,0.1428571428571428
US,2013,0.04166666666666666,0.04166666666666666,0.125,0.04166666666666666,0.0,0.0
US,2014,0.2105263157894737,0.05263157894736842,0.1578947368421053,0.0,0.0,0.05263157894736842
US,2015,0.0,0.07692307692307693,0.1538461538461539,0.07692307692307693,0.0,0.07692307692307693
US,2016,0.05882352941176471,0.0,0.05882352941176471,0.0,0.05882352941176471,0.05882352941176471
US,2018,0.05555555555555555,0.05555555555555555,0.3888888888888889,0.0,0.05555555555555555,0.05555555555555555
US,2019,0.0,0.0,0.4285714285714285,0.0,0.0,0.1428571428571428
US,2021,0.7804878048780488,0.02439024390243903,0.04878048780487805,0.0,0.0,0.0
US,2022,0.125,0.125,0.375,0.0,0.0,0.125
US,2023,0.3333333333333333,0.1666666666666667,0.0,0.0,0.0,0.0
US,2024,0.5,0.0,0.5,0.0,0.0,0.0
World,2000,0.004552352048558422,0.01289833080424886,0.4757207890743551,0.02352048558421851,0.02655538694992413,0.04021244309559939
World,2001,0.009595613433858808,0.01028101439342015,0.4921178889650445,0.03701165181631254,0.02878684030157642,0.03838245373543523
World,2002,0.006551518761167362,0.01250744490768315,0.5145920190589637,0.02382370458606313,0.02620607504466945,0.03871351995235259
World,2003,0.01017354877318971,0.01077199281867145,0.5116696588868941,0.01855176540993417,0.02453620586475165,0.04608019150209455
World,2004,0.008138351983723296,0.02034587995930824,0.5361139369277721,0.02187182095625636,0.0340793489318413,0.03458799593082401
World,2005,0.01206801974766868,0.01481075150850247,0.5721338453099287,0.02413603949533736,0.034009873834339,0.034009873834339
World,2006,0.01257861635220126,0.01205450733752621,0.529874213836478,0.02410901467505241,0.02987421383647799,0.03092243186582809
World,2007,0.02165543792107796,0.0192492781520693,0.5538979788257941,0.02791145332050048,0.04042348411934552,0.0370548604427334
World,2008,0.0204778156996587,0.01560214529497806,0.523159434422233,0.03169185763042418,0.02291565090199902,0.04339346660165773
World,2009,0.02989690721649485,0.01958762886597938,0.5288659793814433,0.03556701030927835,0.03453608247422681,0.04329896907216495
World,2010,0.0305113880532875,0.01547056295659648,0.4843145681134508,0.04039535883111302,0.02965191233347658,0.03566824237215298
World,2011,0.03188775510204082,0.02593537414965986,0.4961734693877551,0.02253401360544218,0.03656462585034014,0.03784013605442177
World,2012,0.03597122302158273,0.02454506982649175,0.4735505713076598,0.03427845958527296,0.0241218789674143,0.04655099449851883
World,2013,0.0356718192627824,0.03170828378913991,0.4922711058263972,0.02734839476813317,0.03844629409433215,0.04122076892588189
World,2014,0.03893600616808018,0.02814186584425598,0.456437933693138,0.04240555127216654,0.03469545104086353,0.04471858134155744
World,2015,0.08181493390496605,0.02429439085387639,0.4758842443729904,0.03536977491961415,0.05501964987495534,0.04787424080028582
World,2016,0.06701030927835051,0.03687549563838224,0.4456780333068993,0.05511498810467882,0.03409992069785884,0.05194290245836638
World,2017,0.06128614587829089,0.03582218385843763,0.4583513163573587,0.04618040569702201,0.03021148036253777,0.05006473888649116
World,2018,0.06356137797185832,0.02328966521106259,0.4211547792333818,0.04609412906356138,0.02765647743813683,0.03202328966521106
World,2019,0.0723649711588883,0.03093864708966964,0.3896171997902464,0.03670686942842161,0.02779234399580493,0.05610907184058731
World,2020,0.09808612440191387,0.02930622009569378,0.34688995215311,0.04186602870813397,0.02332535885167464,0.04964114832535885
World,2021,0.1699604743083004,0.02032749858836815,0.3664596273291926,0.04347826086956522,0.02766798418972332,0.0406549971767363
World,2022,0.1147766323024055,0.0281786941580756,0.3862542955326461,0.04192439862542955,0.02611683848797251,0.04467353951890034
World,2023,0.1311594202898551,0.03333333333333333,0.3326086956521739,0.03768115942028986,0.02898550724637681,0.03768115942028986
World,2024,0.1156879929886065,0.028045574057844,0.3304119193689746,0.03242769500438212,0.03242769500438212,0.05258545135845749
