time,policy_name,state,carbon_similarity,cluster,tsne_x,tsne_y
200611,辽宁省人民政府办公厅关于转发省环保局辽宁省农村小康环保行动计划实施方案的通知,辽宁,0.5011083483695984,2,-33.618015,1.6903634
200606,（已失效）辽宁省人民政府办公厅转发省建设厅等部门关于调整住房供应结构稳定住房价格意见的通知,辽宁,0.5540743470191956,5,8.121129,-46.365673
200605,（已失效）辽宁省人民政府办公厅转发省建设厅关于推进建筑节能工作意见的通知,辽宁,0.5863053202629089,1,-12.031529,6.328014
200603,辽宁省人民政府办公厅转发省物价局等部门关于贯彻国家石油价格形成机制综合配套改革方案实施意见的通知,辽宁,0.5203989148139954,5,35.784817,19.745535
200511,辽宁省人民政府办公厅关于加快辽东山区林业产业发展有关政策的通知,辽宁,0.5020045638084412,5,-47.902615,4.3589725
200505,辽宁省人民政府办公厅关于成立辽宁省绿色国民经济损失调查试点工作领导小组的通知,辽宁,0.5185233950614929,5,-33.515095,0.3273721
200412,（已失效）辽宁省人民政府办公厅关于印发辽宁省节水型社会建设发展纲要的通知,辽宁,0.5104452967643738,5,-24.144758,3.50991
200405,（已废止）辽宁省人民政府办公厅转发省经委关于开展资源节约活动实施意见的通知,辽宁,0.5179529786109924,4,-14.83022,24.509901
200307,（已失效）转发省计委等部门关于推进全省城市污水垃圾处理产业化发展意见的通知,辽宁,0.5187148451805115,5,-32.210354,6.6490817
202508,湖南省人民政府办公厅关于做好湖南金融“五篇大文章”服务经济高质量发展的实施意见,湖南,0.5066145658493042,4,-13.718363,-42.47249
202412,湖南省人民政府办公厅关于印发《湖南省加快经济社会发展全面绿色转型实施方案》的通知,湖南,0.5713061690330505,4,-7.5381975,8.100033
202409,湖南省人民政府办公厅关于加快发展绿色智能计算产业的指导意见,湖南,0.5225273370742798,4,-5.5092907,7.5312066
202312,湖南省人民政府办公厅关于印发《湖南省新型电力系统发展规划纲要》的通知,湖南,0.5472607016563416,4,20.666357,16.929182
202310,湖南省人民政府办公厅关于切实提高矿产资源保障能力深入推进矿业绿色高质量发展的若干意见,湖南,0.5119128823280334,5,50.67392,-12.408667
202205,湖南省人民政府办公厅关于印发《湖南省强化“三力”支撑规划（2022—2025年）》的通知,湖南,0.5315966010093689,4,20.578695,17.128204
202202,湖南省人民政府办公厅关于推进草原生态保护修复的实施意见,湖南,0.5729352235794067,2,-61.191452,2.2168489
201912,湖南省人民政府办公厅关于全面推动矿业绿色发展的若干意见,湖南,0.5233391523361206,4,50.722286,-12.667168
201909,湖南省人民政府办公厅关于加强全省水生生物保护工作的实施意见,湖南,0.5303466320037842,2,-63.63324,7.711055
201901,湖南省人民政府办公厅关于印发《湖南省推进运输结构调整三年行动计划实施方案》的通知,湖南,0.55527263879776,5,-5.896154,-8.152447
201901,湖南省人民政府办公厅关于加强城市建筑垃圾管理促进资源化利用的意见,湖南,0.5028166770935059,1,-25.306372,-5.70455
201812,湖南省人民政府办公厅关于创新体制机制推进农业绿色发展的实施意见,湖南,0.5194526314735413,4,-19.641592,-16.81677
201801,湖南省人民政府办公厅关于加快推进省属国有企业办社会职能分离移交工作的通知,湖南,0.5171739459037781,5,29.490265,15.854387
201712,湖南省人民政府办公厅关于印发湖南省生态环境损害赔偿管理有关制度的通知,湖南,0.5158007740974426,2,-58.4822,6.537327
201712,湖南省人民政府办公厅关于印发《湖南省城市双修三年行动计划（2018-2020）》和《湖南省农村双改三年行动计划（2018-2020年）》的通知,湖南,0.5028744339942932,2,-54.196415,-3.3882065
201711,湖南省人民政府办公厅关于印发《湖南省湿地保护修复制度工作方案》的通知,湖南,0.5763257741928101,2,-63.63114,4.7177396
201709,湖南省人民政府办公厅关于转发省长株潭两型试验区管委会等单位《长株潭两型试验区清洁低碳技术推广实施方案（2017-2020年）》的通知,湖南,0.5281938314437866,4,-7.7670794,8.211233
201705,湖南省人民政府办公厅关于印发《促进建材工业稳增长调结构增效益的若干政策措施》的通知,湖南,0.5250875949859619,4,16.311632,-5.083508
201702,湖南省人民政府办公厅关于印发《有色金属工业调结构促转型增效益的若干政策措施》的通知,湖南,0.5802760124206543,4,16.443548,-9.832941
201612,湖南省人民政府办公厅关于推进森林康养发展的通知,湖南,0.5031880140304565,5,-50.241524,4.047224
201612,湖南省人民政府办公厅关于实施积极财政政策扩大有效投资推动调结构稳增长的意见,湖南,0.5032620429992676,5,5.0295925,-16.854313
202111,自治区人民政府关于公布施行宁夏回族自治区定价目录的通知,宁夏,0.5081253051757812,5,34.096596,18.957693
202110,自治区人民政府办公厅关于做好全区今冬明春能源供应保障的通知,宁夏,0.5903962254524231,5,32.785576,12.118564
202005,自治区人民政府办公厅关于加快培育氢能产业发展的指导意见,宁夏,0.567642867565155,4,11.235185,10.603861
202308,河北省人民政府办公厅关于印发河北省固定资产投资项目节能审查办法的通知,河北,0.5397011637687683,3,-4.0718837,35.5023
202306,河北省人民政府办公厅关于印发河北省氢能产业安全管理办法（试行）的通知,河北,0.5000312924385071,5,-16.068356,10.616452
202303,河北省人民政府办公厅关于印发河北省现代水网建设行动方案（2023-2027年）的通知,河北,0.5043923854827881,2,-24.15246,5.899416
202211,河北省人民政府办公厅印发关于深化碳资产价值实现机制若干措施（试行）的通知,河北,0.6058131456375122,2,-16.832924,11.874365
202207,河北省人民政府办公厅关于印发《河北省推进多式联运发展优化调整运输结构实施方案（2022—2025年）》的通知,河北,0.5209119319915771,5,-7.0581093,-10.311199
202203,河北省人民政府关于印发河北省“十四五”节能减排综合实施方案的通知,河北,0.5967020988464355,3,-12.155602,16.05696
202203,河北省人民政府办公厅关于印发河北省“十四五”时期“无废城市”建设工作方案的通知,河北,0.5117210745811462,4,-23.836304,-4.4600816
202202,河北省人民政府办公厅关于转发省工业和信息化厅省发展改革委省生态环境厅《河北省加快推进钢铁产业高质量发展若干措施》的通知,河北,0.5026246905326843,4,20.111523,-10.425219
202201,河北省人民政府办公厅印发关于支持建筑垃圾资源化利用若干政策措施的通知,河北,0.5054361820220947,1,-24.342894,-4.7509093
202201,河北省人民政府关于印发河北省生态环境保护“十四五”规划的通知,河北,0.5140169262886047,2,-24.12577,10.34227
202201,河北省人民政府办公厅印发关于深化排污权交易改革实施方案（试行）的通知,河北,0.5268361568450928,5,-36.64254,15.691216
202112,河北省人民政府办公厅关于鼓励和支持社会资本参与生态保护修复的实施意见,河北,0.577009916305542,2,-58.1004,1.6928654
202109,河北省人民政府办公厅印发关于建立降碳产品价值实现机制的实施方案（试行）的通知,河北,0.5789557099342346,5,-16.804651,11.976622
202107,河北省人民政府办公厅关于科学绿化的实施意见,河北,0.5112310647964478,2,-55.739033,0.2873482
202104,河北省人民政府关于建立健全绿色低碳循环发展经济体系的实施意见,河北,0.6323831677436829,4,-11.060339,12.568734
202012,河北省人民政府关于加快实施“三线一单”生态环境分区管控的意见,河北,0.5016392469406128,2,-24.175724,9.825909
202012,河北省人民政府办公厅关于印发河北省秸秆综合利用实施方案（2021-2023年）的通知,河北,0.5050498247146606,5,-21.707787,-11.250586
202007,河北省人民政府办公厅印发关于支持被动式超低能耗建筑产业发展若干政策的通知,河北,0.5430582165718079,1,-15.898889,7.7213264
202005,河北省人民政府办公厅关于印发支持重点行业和重点设施超低排放改造（深度治理）的若干措施的通知,河北,0.5129278302192688,2,-18.3774,9.363575
201812,河北省人民政府办公厅印发《关于加快坝上地区生态环境治理修复实施方案》的通知,河北,0.5352132320404053,2,-59.69397,-1.0099795
201709,河北省人民政府办公厅关于印发河北省畜禽养殖废弃物资源化利用工作方案的通知,河北,0.5047389268875122,2,-23.146305,-11.357431
201704,河北省人民政府办公厅关于印发河北省固定资产投资项目节能审查办法的通知,河北,0.555039644241333,3,-4.163718,35.47924
201610,河北省人民政府办公厅关于实施约束性资源使用权交易的意见,河北,0.5588101744651794,5,-18.102055,11.751489
201607,河北省人民政府关于印发河北省水资源税改革试点实施办法的通知,河北,0.5024083852767944,5,2.275604,6.6111097
201510,河北省人民政府办公厅关于印发河北省排污权有偿使用和交易管理 暂行办法的通知,河北,0.5269103050231934,5,-37.14846,15.823307
201510,河北省人民政府办公厅 关于加强节能标准化工作的实施意见,河北,0.5539953708648682,3,-7.64832,32.1846
202505,"
					云南省人民政府办公厅关于做好金融“五篇大文章”的实施意见
				",云南,0.5871726870536804,4,-13.369788,-42.448532
202301,"
					云南省人民政府办公厅关于印发云南省绿色能源发展“十四五”规划的通知
				",云南,0.600737988948822,4,2.040438,12.974557
202210,"
					云南省人民政府办公厅关于成立云南省能源委员会的通知
				",云南,0.6128018498420715,5,42.747875,-25.599144
202206,"
					云南省人民政府办公厅关于印发云南省“十四五”环保产业发展规划的通知
				",云南,0.5610253214836121,4,-6.5167484,15.020628
202203,"
					云南省人民政府办公厅关于推动落后和低端低效产能退出的实施意见
				",云南,0.6078317761421204,4,10.231142,-9.648612
202109,"
					云南省人民政府办公厅关于加强草原保护修复的实施意见
				",云南,0.5566545724868774,2,-61.156483,1.159781
202005,"
					云南省人民政府办公厅关于推进全省煤炭行业整治工作的意见
				",云南,0.5311755537986755,6,54.265896,3.0694416
201907,"
					云南省人民政府办公厅关于印发《云南省煤炭产业高质量发展三年行动计划（2019—2021年）》的通知
				",云南,0.5788869261741638,6,55.109146,3.9537923
201904,"
					云南省人民政府办公厅关于印发云南省柴油货车污染治理攻坚战实施方案的通知
				",云南,0.5099139213562012,2,-30.78429,19.637821
201904,"
					云南省人民政府办公厅关于印发云南省实施“补短板、增动力”省级重点前期项目行动计划（2019—2023年）的通知
				",云南,0.5001571178436279,4,6.372447,-12.507006
201903,"
					云南省人民政府办公厅关于加强长江水生生物保护工作的实施意见
				",云南,0.602735698223114,2,-63.583958,7.0408716
201903,"
					云南省人民政府办公厅关于印发云南省推进运输结构调整工作实施方案的通知
				",云南,0.5578168630599976,5,-4.9896955,-7.9637628
201808,"
					云南省人民政府办公厅关于印发云南省钢铁行业化解过剩产能2018年工作方案的通知
				",云南,0.5050561428070068,4,22.351004,-8.507177
201808,"
					云南省人民政府办公厅关于调整云南省环境污染防治工作领导小组的通知
				",云南,0.506580650806427,5,2.1285613,-52.355576
201802,"
					云南省人民政府办公厅关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见
				",云南,0.5036089420318604,4,-17.803305,-20.441517
201712,"
					云南省人民政府办公厅关于贯彻落实湿地保护修复制度方案的实施意见
				",云南,0.5963401198387146,2,-63.674896,5.045766
201712,"
					云南省人民政府办公厅关于印发云南省控制污染物排放许可制实施计划的通知
				",云南,0.521117627620697,2,-34.331516,15.161473
201707,"
					云南省人民政府办公厅关于推动新一轮技术改造促进工业转型升级的实施意见
				",云南,0.5178877115249634,4,6.7025557,-11.359322
201706,"
					云南省人民政府办公厅关于大力发展装配式建筑的实施意见
				",云南,0.501981794834137,1,-13.873846,-0.7509886
201704,"
					云南省人民政府办公厅关于严格落实产能置换着力化解水泥行业产能过剩矛盾的实施意见
				",云南,0.5422464609146118,4,18.01586,-6.3531938
201703,"
					云南省人民政府办公厅关于印发云南省钢铁行业化解过剩产能2017年工作方案的通知
				",云南,0.5060269832611084,4,22.345974,-8.537083
201703,"
					云南省人民政府办公厅关于印发云南省有色金属工业调结构促转型增效益实施方案的通知
				",云南,0.5932340025901794,4,16.655268,-10.451706
201702,"
					云南省人民政府办公厅关于印发云南省化学工业调结构促转型增效益实施方案的通知
				",云南,0.5578551888465881,4,9.587111,-12.045036
201701,"
					云南省人民政府办公厅关于健全生态保护补偿机制的实施意见
				",云南,0.5163496732711792,2,-57.081154,5.639502
201612,"
					云南省人民政府办公厅关于印发云南省建材工业稳增长调结构增效益实施方案的通知
				",云南,0.5002721548080444,5,13.638119,-4.669371
201612,"
					云南省人民政府办公厅关于印发云南省新能源汽车产业发展规划（2016—2020年）的通知
				",云南,0.5064657330513,0,9.813001,18.648397
201610,"
					云南省人民政府办公厅关于推进国有企业供给侧结构性改革的实施意见
				",云南,0.5430512428283691,4,7.8572245,-12.495592
201610,"
					云南省人民政府办公厅关于做好国有企业提质增效工作的实施意见
				",云南,0.5054726004600525,4,7.8638263,-13.775524
201607,"
					云南省人民政府办公厅关于印发云南省城乡居民生活用能实施电能替代用电价格方案的通知
				",云南,0.5299476385116577,5,34.9069,16.052671
201605,"
					云南省人民政府办公厅关于印发云南省“十三五”农村电网建设攻坚工程实施方案的通知
				",云南,0.5134754180908203,5,23.24853,14.598613
201604,"
					云南省人民政府办公厅关于印发云南省加强节能标准化工作实施方案的通知
				",云南,0.5584206581115723,3,-9.865161,34.207596
201601,"
					云南省人民政府办公厅关于推行环境污染第三方治理的实施意见
				",云南,0.5147740244865417,2,-37.068684,12.00122
201505,"
					云南省人民政府办公厅关于加快新能源汽车推广应用的实施意见
				",云南,0.5001378655433655,0,9.870957,18.393913
201503,"
					云南省人民政府办公厅关于云南省能源行业加强大气污染防治工作的实施意见
				",云南,0.5769283771514893,4,-30.75225,18.325594
201502,"
					云南省人民政府办公厅关于加强进口的实施意见
				",云南,0.5368331670761108,4,8.888049,-23.491795
201501,"
					云南省人民政府办公厅转发省发展改革委省住房城乡建设厅关于大力发展低能耗建筑和绿色建筑实施意见的通知
				",云南,0.6096597909927368,1,-14.281918,4.9914503
201409,"
					云南省人民政府办公厅关于印发云南省煤炭工业管理局主要职责内设机构和人员编制规定的通知
				",云南,0.5082042813301086,6,44.001457,-24.019
201401,"
					云南省人民政府办公厅关于进一步加强煤矿安全生产工作的实施意见
				",云南,0.5354582667350769,6,52.906944,2.964213
201002,"
					云南省人民政府办公厅关于印发云南省大中型煤矿瓦斯专项整治工作方案的通知
				",云南,0.5000762343406677,6,53.17221,3.7805767
200910,"
					云南省人民政府办公厅关于印发云南省煤层气（煤矿瓦斯）开发利用实施意见的通知
				",云南,0.5235374569892883,6,53.52037,5.2820907
200909,"
					云南省人民政府办公厅关于印发云南省能源局主要职责内设机构和人员编制规定的通知
				",云南,0.6077218055725098,5,42.8991,-25.405994
200908,"
					云南省人民政府办公厅关于印发云南省工业和信息化委员会主要职责内设机构和人员编制规定的通知
				",云南,0.5008077025413513,5,43.72362,-24.465807
200908,"
					云南省人民政府办公厅关于进一步落实尾矿库专项整治工作职责的通知
				",云南,0.5052421689033508,5,55.626324,-0.058734503
200902,"
					云南省人民政府办公厅关于印发云南省煤炭工业发展行动计划(2008年—2012年)的通知
				",云南,0.5237661600112915,6,55.28307,4.4304566
200812,"
					云南省人民政府办公厅关于印发滇西北生物多样性保护联席会议工作制度和滇西北生物多样性保护专家咨询委员会工作制度的通知
				",云南,0.5016633868217468,5,-57.541397,9.326202
200812,"
					云南省人民政府办公厅关于认真贯彻全省加快推进新型工业化大会精神有关事项的通知
				",云南,0.5265504717826843,5,7.1704564,-11.76212
200812,"
					云南省人民政府办公厅关于印发云南省2008年下半年节能减排工作安排的通知
				",云南,0.656967282295227,3,-11.472931,34.856403
200808,"
					云南省人民政府办公厅关于进一步做好当前电煤电力生产供应工作的紧急通知
				",云南,0.5459315776824951,5,35.810097,13.565538
200808,"
					云南省人民政府办公厅关于继续实施来煤加工政策的通知
				",云南,0.5213848948478699,5,35.767315,14.956707
200808,"
					云南省人民政府办公厅关于做好淘汰落后水泥生产能力工作的通知
				",云南,0.5388345718383789,5,17.610987,-5.8181796
200808,"
					云南省人民政府办公厅关于印发云南省节能监察办法等12个节能降耗文件的通知
				",云南,0.5563888549804688,3,-10.302703,35.225773
200808,"
					云南省人民政府办公厅关于实施来煤加工政策的通知
				",云南,0.5233407020568848,5,35.74412,15.058243
200808,"
					云南省人民政府办公厅关于进一步做好当前全省煤电油运保障工作的通知
				",云南,0.6112090945243835,5,35.419613,13.087975
200808,"
					云南省人民政府办公厅关于印发2007年下半年电煤供存考核办法的通知
				",云南,0.5459097623825073,5,35.95245,13.448762
200808,"
					云南省人民政府办公厅关于印发云南省矿产资源开发整合总体方案的通知
				",云南,0.5362431406974792,6,52.860878,-9.001183
200808,"
					云南省人民政府办公厅转发国务院办公厅关于推进国有资本调整和国有企业重组指导意见文件的通知
				",云南,0.581405758857727,4,8.217735,-12.767638
200808,"
					云南省人民政府办公厅关于印发云南省节能减排工作行政问责实施意见的通知
				",云南,0.5999640822410583,3,-11.315388,34.93643
200808,"
					云南省人民政府办公厅关于印发云南省省级财政节能降耗专项资金管理暂行办法的通知
				",云南,0.5630530118942261,5,-10.40426,35.552208
200805,"
					云南省人民政府办公厅贯彻落实国务院办公厅关于加强煤炭行业管理有关问题文件的通知
				",云南,0.5357411503791809,6,44.37118,-23.370323
200805,"
					云南省人民政府办公厅关于实施七彩云南保护行动做好2007年环境保护工作的通知
				",云南,0.5068433284759521,2,-36.513214,7.8782067
200805,"
					云南省人民政府办公厅关于认真贯彻落实“十一五”期间全省主要污染物总量减排计划的通知
				",云南,0.5517858266830444,2,-29.971628,28.613142
200804,"
					云南省人民政府办公厅转发国务院办公厅关于开展流域综合规划修编工作意见的通知
				",云南,0.5003504157066345,5,-28.74831,1.9574375
200804,"
					云南省人民政府办公厅转发人民银行昆明中心支行关于金融支持云南社会主义新农村建设指导意见的通知
				",云南,0.5148615837097168,4,-18.547619,-38.241688
202210,上海市人民政府关于印发《上海市固定资产投资项目节能审查实施办法》的通知 ,上海,0.5485689640045166,3,-4.677684,34.768875
201805,上海市人民政府关于环境保护税市与区收入划分事项的通知 ,上海,0.5005828142166138,5,-42.08883,15.843311
202306,上海市人民政府办公厅关于转发市机管局修订的《上海市公共机构合同能源管理项目管理办法》的通知 ,上海,0.5362175703048706,5,-9.37129,27.896833
202401,吉林省人民政府办公厅印发关于促进吉林省新能源产业加快发展若干措施的通知,吉林,0.5243661403656006,0,5.118524,10.781164
202312,吉林省人民政府办公厅关于印发抢先布局氢能产业、新型储能产业新赛道实施方案的通知,吉林,0.5093012452125549,4,5.0548687,11.135288
202306,吉林省人民政府办公厅关于成立吉林省“氢动吉林”行动领导小组的通知,吉林,0.5257902145385742,5,5.021221,11.316444
202208,吉林省人民政府办公厅关于印发吉林省能源发展“十四五”规划的通知,吉林,0.5456368327140808,5,-0.75477684,13.700643
202107,吉林省人民政府办公厅关于深化农村金融综合改革服务乡村振兴的实施意见,吉林,0.5056679844856262,4,-17.435495,-41.900436
201911,吉林省人民政府办公厅关于推进绿色金融发展的若干意见,吉林,0.6487351655960083,4,-24.066252,-39.491646
201901,吉林省人民政府办公厅关于金融支持民营经济发展的实施意见,吉林,0.5028039216995239,5,-27.575636,-29.523586
201901,吉林省人民政府办公厅关于印发吉林省推进节能标准化工作实施方案的通知,吉林,0.5374025702476501,3,-5.0638742,46.079437
201901,吉林省人民政府办公厅关于印发吉林省中西部农田防护林网修复完善工程实施方案的通知,吉林,0.5064466595649719,5,-28.462963,-27.289942
201901,吉林省人民政府办公厅关于印发吉林省落实推进运输结构调整三年行动计划（2018—2020年）实施方案的通知(吉政办发〔2018〕55号),吉林,0.5541748404502869,5,-8.931904,-9.725675
201712,吉林省人民政府办公厅关于贯彻落实湿地保护修复制度方案的实施意见,吉林,0.5205740928649902,2,-63.691578,2.8684664
201708,吉林省人民政府关于批转省发展改革委吉林省2017年深化经济体制改革重点任务分工方案的通知,吉林,0.5440786480903625,4,44.93154,-4.2779045
201706,吉林省人民政府办公厅转发省能源局等部门关于推进电能清洁供暖实施意见的通知,吉林,0.5938023328781128,5,3.1103415,15.818265
201705,吉林省人民政府关于印发吉林省“十三五”节能减排综合实施方案的通知,吉林,0.5816994905471802,3,-2.6750586,16.249584
201702,吉林省人民政府办公厅关于石化产业调结构促转型增效益的实施意见,吉林,0.5999484062194824,4,12.63518,-9.123764
201702,吉林省人民政府办公厅关于印发吉林省“十三五”控制温室气体排放工作方案的通知,吉林,0.566315770149231,4,-3.2246714,16.46631
201605,吉林省人民政府办公厅关于推进普惠金融发展的实施意见,吉林,0.5188450217247009,4,-16.65324,-42.55565
201603,吉林省人民政府办公厅关于成立吉林省煤炭行业化解过剩产能实现脱困发展工作领导小组的通知,吉林,0.5538433194160461,5,44.41618,-4.6905303
201604,吉林省人民政府办公厅关于落实“三去一降一补”任务实施定向精准调控稳定经济增长的意见,吉林,0.565366804599762,4,13.6939335,-8.023963
201509,吉林省人民政府办公厅关于转发省管局吉林省公共机构节约能源资源考核工作规程的通知(吉政办明电〔２０１５〕６５号),吉林,0.5376878380775452,5,-10.173188,31.298538
201506,吉林省人民政府办公厅关于推行环境污染第三方治理的实施意见,吉林,0.5059091448783875,2,-37.93872,12.707495
201502,吉林省人民政府办公厅关于加快建立有利于生态文明建设投融资机制的实施意见(吉政办发〔２０１５〕６号),吉林,0.579329788684845,5,-28.438469,-28.549578
201412,吉林省人民政府办公厅关于开展排污权有偿使用和交易试点工作的实施意见,吉林,0.5641788244247437,5,-38.116306,14.275347
201409,吉林省人民政府办公厅关于印发吉林省2014－2015年节能减排低碳发展实施方案的通知,吉林,0.6126803159713745,3,-2.76233,16.336021
